ncrna_id,symbol,disease_id,context_id,translational_score,relevance_score,mean_abs_log2fc,sig_rate,de_consistency,mean_tau,log_tpm_disease,label,confidence_tier,task_type,label_source,dataset_id,notes
LNCRNA_13268,COX6B1,DIS_001,CTX_001,0.1832,0.6044,0.850473,1.0,1.0,0.0,4.265372,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9969,KTN1,DIS_001,CTX_001,0.1832,0.5958,0.679432,1.0,1.0,0.0,4.896957,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_14196,SON,DIS_001,CTX_001,0.1832,0.6016,0.795777,1.0,1.0,0.0,4.461754,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7326,FCN2,DIS_001,CTX_001,0.1832,0.6042,0.846966,1.0,1.0,0.0,4.270609,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6588,STMN2,DIS_001,CTX_001,0.1831,0.6605,1.963315,1.0,1.0,0.0,0.110035,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5531,PEG10,DIS_001,CTX_001,0.1831,0.6203,1.166378,1.0,1.0,0.0,3.076,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1254,PHLDA3,DIS_001,CTX_001,0.1831,0.6513,1.78205,1.0,1.0,0.0,0.778279,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9112,CD63,DIS_001,CTX_001,0.1831,0.5875,0.51816,1.0,1.0,0.0,5.477527,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5073,AHI1,DIS_001,CTX_001,0.1831,0.646,1.679029,1.0,1.0,0.0,1.155897,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12877,TNFAIP8L1,DIS_001,CTX_001,0.183,0.6059,0.883342,1.0,1.0,0.0,4.112498,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3367,LDB2,DIS_001,CTX_001,0.183,0.6212,1.188562,1.0,1.0,0.0,2.975673,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6770,EEF1D,DIS_001,CTX_001,0.183,0.5896,0.560647,1.0,1.0,0.0,5.311242,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6522,RB1CC1,DIS_001,CTX_001,0.183,0.6189,1.14311,1.0,1.0,0.0,3.138623,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0631,NEXN,DIS_001,CTX_001,0.183,0.6475,1.711865,1.0,1.0,0.0,1.015946,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3238,ATP13A3,DIS_001,CTX_001,0.183,0.5943,0.656744,1.0,1.0,0.0,4.943028,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9438,COX6A1,DIS_001,CTX_001,0.183,0.6159,1.084593,1.0,1.0,0.0,3.349079,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2875,RPL24,DIS_001,CTX_001,0.183,0.5856,0.48521,1.0,1.0,0.0,5.579445,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4965,CD24,DIS_001,CTX_001,0.183,0.6366,1.49591,1.0,1.0,0.0,1.814682,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3110,KCNAB1,DIS_001,CTX_001,0.1829,0.6419,1.600714,1.0,1.0,0.0,1.421214,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7319,SARDH,DIS_001,CTX_001,0.1829,0.5856,0.48475,1.0,1.0,0.0,5.57477,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9286,METAP2,DIS_001,CTX_001,0.1829,0.6047,0.863318,1.0,1.0,0.0,4.164445,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11506,MYH1,DIS_001,CTX_001,0.1829,0.6481,1.725379,1.0,1.0,0.0,0.952802,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3513,CXCL9,DIS_001,CTX_001,0.1829,0.6369,1.502736,1.0,1.0,0.0,1.781154,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9631,TSC22D1,DIS_001,CTX_001,0.1829,0.6091,0.952988,1.0,1.0,0.0,3.824657,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6655,COX6C,DIS_001,CTX_001,0.1829,0.6004,0.780972,1.0,1.0,0.0,4.458738,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1846,TMSB10,DIS_001,CTX_001,0.1829,0.6039,0.850616,1.0,1.0,0.0,4.198241,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1957,GCC2,DIS_001,CTX_001,0.1829,0.625,1.26902,1.0,1.0,0.0,2.639244,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4029,DMGDH,DIS_001,CTX_001,0.1829,0.5879,0.533531,1.0,1.0,0.0,5.375897,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5987,EBP,DIS_001,CTX_001,0.1829,0.5894,0.564388,1.0,1.0,0.0,5.260089,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5285,TOMM7,DIS_001,CTX_001,0.1829,0.6063,0.898363,1.0,1.0,0.0,4.016737,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12230,ROCK1,DIS_001,CTX_001,0.1828,0.6124,1.019569,1.0,1.0,0.0,3.560346,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7534,RPS13,DIS_001,CTX_001,0.1828,0.5889,0.555627,1.0,1.0,0.0,5.28318,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7483,DCHS1,DIS_001,CTX_001,0.1828,0.6236,1.242384,1.0,1.0,0.0,2.726014,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6950,GNE,DIS_001,CTX_001,0.1828,0.5891,0.560221,1.0,1.0,0.0,5.263493,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4668,C4B,DIS_001,CTX_001,0.1828,0.5864,0.506517,1.0,1.0,0.0,5.459148,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3645,NDST3,DIS_001,CTX_001,0.1828,0.6443,1.654634,1.0,1.0,0.0,1.185076,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9921,RPL36AL,DIS_001,CTX_001,0.1828,0.5998,0.772415,1.0,1.0,0.0,4.467983,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6227,XIAP,DIS_001,CTX_001,0.1828,0.6191,1.155789,1.0,1.0,0.0,3.039409,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10359,PDIA3,DIS_001,CTX_001,0.1828,0.5785,0.351167,1.0,1.0,0.0,6.032181,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0566,C8A,DIS_001,CTX_001,0.1827,0.5751,0.285631,1.0,1.0,0.0,6.268548,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2979,UROC1,DIS_001,CTX_001,0.1827,0.5871,0.524533,1.0,1.0,0.0,5.369814,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13530,SULT2A1,DIS_001,CTX_001,0.1826,0.5804,0.393128,1.0,1.0,0.0,5.85035,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3220,MASP1,DIS_001,CTX_001,0.1826,0.5824,0.433541,1.0,1.0,0.0,5.695323,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1217,PRG4,DIS_001,CTX_001,0.1826,0.5757,0.300977,1.0,1.0,0.0,6.183971,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9396,ERP29,DIS_001,CTX_001,0.1826,0.5934,0.652975,1.0,1.0,0.0,4.869758,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1934,RPL31,DIS_001,CTX_001,0.1826,0.585,0.486999,1.0,1.0,0.0,5.485471,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10990,SEPHS2,DIS_001,CTX_001,0.1825,0.5815,0.418753,1.0,1.0,0.0,5.735239,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12733,EEF1A2,DIS_001,CTX_001,0.1825,0.6446,1.669805,1.0,1.0,0.0,1.077167,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0097,ENO1,DIS_001,CTX_001,0.1825,0.5793,0.375542,1.0,1.0,0.0,5.893718,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11432,SLC13A5,DIS_001,CTX_001,0.1825,0.5777,0.344014,1.0,1.0,0.0,6.004907,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7588,CD59,DIS_001,CTX_001,0.1825,0.5918,0.62337,1.0,1.0,0.0,4.964811,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5533,PON1,DIS_001,CTX_001,0.1825,0.5715,0.222187,1.0,1.0,0.0,6.457405,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1574,ITSN2,DIS_001,CTX_001,0.1825,0.6174,1.130476,1.0,1.0,0.0,3.075627,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7440,INS-IGF2,DIS_001,CTX_001,0.1825,0.6088,0.961628,1.0,1.0,0.0,3.703819,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6742,ST3GAL1,DIS_001,CTX_001,0.1825,0.5794,0.378927,1.0,1.0,0.0,5.869721,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8060,ACAT1,DIS_001,CTX_001,0.1825,0.5765,0.321868,1.0,1.0,0.0,6.078722,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12421,ATRN,DIS_001,CTX_001,0.1824,0.5897,0.584139,1.0,1.0,0.0,5.092778,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2402,SPP2,DIS_001,CTX_001,0.1824,0.5932,0.6538,1.0,1.0,0.0,4.833272,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12594,TOP1,DIS_001,CTX_001,0.1824,0.6087,0.962102,1.0,1.0,0.0,3.68475,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4830,HSP90AB1,DIS_001,CTX_001,0.1824,0.5809,0.411596,1.0,1.0,0.0,5.728099,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6311,HCFC1,DIS_001,CTX_001,0.1824,0.6096,0.981958,1.0,1.0,0.0,3.602482,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0591,JAK1,DIS_001,CTX_001,0.1824,0.5893,0.579383,1.0,1.0,0.0,5.100722,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13976,MYH9,DIS_001,CTX_001,0.1824,0.5762,0.319708,1.0,1.0,0.0,6.067169,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5013,RWDD1,DIS_001,CTX_001,0.1823,0.6122,1.032691,1.0,1.0,0.0,3.408714,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7782,PRDX5,DIS_001,CTX_001,0.1823,0.5928,0.649958,1.0,1.0,0.0,4.83218,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5833,INSIG1,DIS_001,CTX_001,0.1823,0.5858,0.5106,1.0,1.0,0.0,5.348981,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7864,PC,DIS_001,CTX_001,0.1823,0.5871,0.536848,1.0,1.0,0.0,5.249616,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2492,SLC6A1,DIS_001,CTX_001,0.1823,0.5867,0.529505,1.0,1.0,0.0,5.275566,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8776,KDM5A,DIS_001,CTX_001,0.1823,0.6114,1.018792,1.0,1.0,0.0,3.451892,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6168,SERPINA7,DIS_001,CTX_001,0.1823,0.589,0.575648,1.0,1.0,0.0,5.099179,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5092,CITED2,DIS_001,CTX_001,0.1823,0.6025,0.843372,1.0,1.0,0.0,4.102016,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8201,ETS1,DIS_001,CTX_001,0.1823,0.6017,0.828226,1.0,1.0,0.0,4.15591,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1246,ZNF281,DIS_001,CTX_001,0.1823,0.6172,1.134512,1.0,1.0,0.0,3.014184,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5465,POR,DIS_001,CTX_001,0.1823,0.583,0.457827,1.0,1.0,0.0,5.532338,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12533,EIF2S2,DIS_001,CTX_001,0.1823,0.611,1.012464,1.0,1.0,0.0,3.466027,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0595,LEPR,DIS_001,CTX_001,0.1822,0.5994,0.784636,1.0,1.0,0.0,4.301374,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12330,ONECUT2,DIS_001,CTX_001,0.1822,0.609,0.976036,1.0,1.0,0.0,3.588675,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11610,RPL23A,DIS_001,CTX_001,0.1822,0.5939,0.675065,1.0,1.0,0.0,4.70866,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2555,TGFBR2,DIS_001,CTX_001,0.1822,0.5997,0.79123,1.0,1.0,0.0,4.273586,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2784,IL17RB,DIS_001,CTX_001,0.1822,0.6146,1.086764,1.0,1.0,0.0,3.172156,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7431,DUSP8,DIS_001,CTX_001,0.1822,0.651,1.808323,1.0,1.0,0.0,0.485927,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10960,QPRT,DIS_001,CTX_001,0.1822,0.5845,0.490807,1.0,1.0,0.0,5.388302,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3927,FST,DIS_001,CTX_001,0.1821,0.6221,1.23728,1.0,1.0,0.0,2.603649,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9758,F7,DIS_001,CTX_001,0.1821,0.582,0.441124,1.0,1.0,0.0,5.567327,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11735,TOP2A,DIS_001,CTX_001,0.1821,0.6463,1.716487,1.0,1.0,0.0,0.818998,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6955,GRHPR,DIS_001,CTX_001,0.1821,0.5727,0.258292,1.0,1.0,0.0,6.246892,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10134,CALM1,DIS_001,CTX_001,0.1821,0.5823,0.447627,1.0,1.0,0.0,5.540869,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3280,ATP5ME,DIS_001,CTX_001,0.1821,0.6022,0.84265,1.0,1.0,0.0,4.068255,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0349,FNDC5,DIS_001,CTX_001,0.1821,0.5977,0.753864,1.0,1.0,0.0,4.393692,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4445,TBC1D9B,DIS_001,CTX_001,0.1821,0.5908,0.619296,1.0,1.0,0.0,4.890273,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0587,PGM1,DIS_001,CTX_001,0.1821,0.5753,0.311106,1.0,1.0,0.0,6.036051,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1996,DBI,DIS_001,CTX_001,0.182,0.5836,0.477654,1.0,1.0,0.0,5.413057,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12192,MYL12B,DIS_001,CTX_001,0.182,0.594,0.682486,1.0,1.0,0.0,4.646893,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13009,TMEM205,DIS_001,CTX_001,0.182,0.5926,0.655151,1.0,1.0,0.0,4.746347,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9228,PTPRB,DIS_001,CTX_001,0.182,0.6084,0.969932,1.0,1.0,0.0,3.572118,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7268,PTPA,DIS_001,CTX_001,0.182,0.6005,0.812332,1.0,1.0,0.0,4.157676,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12139,SLC25A10,DIS_001,CTX_001,0.182,0.612,1.040558,1.0,1.0,0.0,3.307925,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1896,SNRNP200,DIS_001,CTX_001,0.182,0.5907,0.619082,1.0,1.0,0.0,4.873308,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8905,H2AJ,DIS_001,CTX_001,0.182,0.6165,1.131705,1.0,1.0,0.0,2.964729,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9877,HECTD1,DIS_001,CTX_001,0.182,0.592,0.645906,1.0,1.0,0.0,4.769271,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13908,XBP1,DIS_001,CTX_001,0.182,0.5727,0.262587,1.0,1.0,0.0,6.195841,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5631,DNAJC2,DIS_001,CTX_001,0.1819,0.6259,1.318172,1.0,1.0,0.0,2.265167,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11037,GPT2,DIS_001,CTX_001,0.1819,0.5888,0.582582,1.0,1.0,0.0,5.003282,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13061,NFIX,DIS_001,CTX_001,0.1819,0.5949,0.705567,1.0,1.0,0.0,4.532809,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3207,ETV5,DIS_001,CTX_001,0.1819,0.6249,1.301516,1.0,1.0,0.0,2.312428,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5634,RELN,DIS_001,CTX_001,0.1819,0.5969,0.745751,1.0,1.0,0.0,4.377042,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9150,ATP5F1B,DIS_001,CTX_001,0.1819,0.5735,0.282259,1.0,1.0,0.0,6.102053,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10967,MVP,DIS_001,CTX_001,0.1819,0.6082,0.97057,1.0,1.0,0.0,3.538993,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7295,TTF1,DIS_001,CTX_001,0.1819,0.636,1.521395,1.0,1.0,0.0,1.488396,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10744,FAHD1,DIS_001,CTX_001,0.1818,0.599,0.790201,1.0,1.0,0.0,4.201849,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_14047,ST13,DIS_001,CTX_001,0.1818,0.5814,0.44278,1.0,1.0,0.0,5.487141,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4267,DIAPH1,DIS_001,CTX_001,0.1818,0.5826,0.466384,1.0,1.0,0.0,5.398342,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3291,SPON2,DIS_001,CTX_001,0.1818,0.6139,1.086098,1.0,1.0,0.0,3.090738,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3720,TMEM154,DIS_001,CTX_001,0.1818,0.632,1.445632,1.0,1.0,0.0,1.752154,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2183,ZC3H15,DIS_001,CTX_001,0.1818,0.608,0.970057,1.0,1.0,0.0,3.521981,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9502,NCOR2,DIS_001,CTX_001,0.1818,0.5985,0.780874,1.0,1.0,0.0,4.226176,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12839,NFIC,DIS_001,CTX_001,0.1818,0.5798,0.411213,1.0,1.0,0.0,5.600312,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_14255,CSTB,DIS_001,CTX_001,0.1817,0.6051,0.913431,1.0,1.0,0.0,3.729844,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12255,CDH2,DIS_001,CTX_001,0.1817,0.5929,0.67147,1.0,1.0,0.0,4.629547,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3803,SORBS2,DIS_001,CTX_001,0.1817,0.5944,0.701472,1.0,1.0,0.0,4.514576,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10705,MCRIP2,DIS_001,CTX_001,0.1817,0.6144,1.098123,1.0,1.0,0.0,3.037174,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12897,NDUFA11,DIS_001,CTX_001,0.1817,0.6191,1.192039,1.0,1.0,0.0,2.687249,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5195,PDGFA,DIS_001,CTX_001,0.1817,0.6422,1.649382,1.0,1.0,0.0,0.984084,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8039,BIRC3,DIS_001,CTX_001,0.1817,0.6285,1.379148,1.0,1.0,0.0,1.986016,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8335,ITGB1,DIS_001,CTX_001,0.1817,0.5894,0.60345,1.0,1.0,0.0,4.873067,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4149,HINT1,DIS_001,CTX_001,0.1817,0.5863,0.542591,1.0,1.0,0.0,5.098587,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2962,MYLK,DIS_001,CTX_001,0.1817,0.5888,0.591892,1.0,1.0,0.0,4.914923,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10568,SCAPER,DIS_001,CTX_001,0.1817,0.6274,1.357929,1.0,1.0,0.0,2.058625,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2105,COBLL1,DIS_001,CTX_001,0.1817,0.5859,0.535613,1.0,1.0,0.0,5.118682,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1042,TAGLN2,DIS_001,CTX_001,0.1816,0.5953,0.722666,1.0,1.0,0.0,4.418532,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10480,PDCD7,DIS_001,CTX_001,0.1816,0.6296,1.403102,1.0,1.0,0.0,1.88166,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9326,TDG,DIS_001,CTX_001,0.1816,0.6376,1.562705,1.0,1.0,0.0,1.280123,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3223,LPP,DIS_001,CTX_001,0.1816,0.6021,0.858099,1.0,1.0,0.0,3.902926,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9843,PSME2,DIS_001,CTX_001,0.1816,0.5957,0.732662,1.0,1.0,0.0,4.369471,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11227,HPR,DIS_001,CTX_001,0.1816,0.5771,0.363664,1.0,1.0,0.0,5.74161,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7422,CD151,DIS_001,CTX_001,0.1816,0.5944,0.706712,1.0,1.0,0.0,4.46271,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2260,RAPH1,DIS_001,CTX_001,0.1816,0.5901,0.623091,1.0,1.0,0.0,4.76943,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0567,C8B,DIS_001,CTX_001,0.1815,0.5691,0.206476,1.0,1.0,0.0,6.318553,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1855,VAMP8,DIS_001,CTX_001,0.1815,0.6031,0.881047,1.0,1.0,0.0,3.805863,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12346,PHLPP1,DIS_001,CTX_001,0.1815,0.6022,0.862854,1.0,1.0,0.0,3.872324,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11620,MYO18A,DIS_001,CTX_001,0.1814,0.5915,0.653476,1.0,1.0,0.0,4.635226,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2388,SNORC,DIS_001,CTX_001,0.1814,0.6227,1.27204,1.0,1.0,0.0,2.326456,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
